horizon_azimuth,horizon_elevation
0.0,0.0
7.5,0.0
15.0,0.0
22.5,2.7
30.0,2.7
37.5,10.3
45.0,10.3
52.5,10.3
60.0,10.3
67.5,10.3
75.0,10.3
82.5,10.3
90.0,10.3
97.5,10.3
105.0,10.3
112.5,11.5
120.0,11.5
127.5,11.5
135.0,11.5
142.5,11.5
150.0,9.5
157.5,9.5
165.0,6.9
172.5,5.3
180.0,3.8
187.5,3.8
195.0,2.3
202.5,2.3
210.0,2.3
217.5,0.0
225.0,0.0
232.5,0.0
240.0,0.0
247.5,0.0
255.0,0.0
262.5,0.0
270.0,0.0
277.5,0.0
285.0,0.0
292.5,0.0
300.0,0.0
307.5,0.0
315.0,0.0
322.5,0.0
330.0,0.0
337.5,0.0
345.0,0.0
352.5,0.0
